id,name,city,state,segment,created_at
2221,Santos & Lima Brasil Mercado,Manaus,SP,minimarket,2024-09-19 06:40:57
2222,Lima & Ferreira Comércio Mercado,Brasília,RN,minimarket,2023-12-06 18:26:55
2223,Souza & Oliveira Grupo Mercado,Manaus,CE,minimarket,2024-10-04 08:34:52
2224,Ferreira & Oliveira Distribuidora Mercado,Porto Alegre,MS,supermarket,2023-06-15 10:09:38
2225,Silva & Souza Comércio Mercado,Porto Alegre,MS,supermarket,2024-11-25 01:05:29
2226,Almeida & Lima Distribuidora Mercearia,Recife,GO,supermarket,2023-06-04 16:16:26
2227,Souza & Rodrigues Grupo Mercearia,Rio de Janeiro,BA,grocery,2024-05-20 21:31:16
2228,Santos & Costa Distribuidora Supermercado,Manaus,SC,grocery,2024-06-30 15:35:12
2229,Almeida & Costa Grupo Mercado,Brasília,MS,convenience,2023-06-04 01:09:54
2230,Oliveira & Lima Suprimentos Mercearia,Manaus,MS,supermarket,2023-10-12 23:08:19
2231,Silva & Rodrigues Alimentos Supermercado,Natal,BA,minimarket,2024-03-09 03:37:46
2232,Rodrigues & Ferreira Mercado Mercearia,João Pessoa,PE,minimarket,2024-02-04 23:48:35
2233,Ferreira & Souza Grupo Supermercado,Natal,ES,convenience,2024-06-23 13:56:53
2234,Silva & Lima Distribuidora Mercearia,Cuiabá,AM,minimarket,2024-05-09 07:53:05
2235,Oliveira & Costa Brasil Mercado,Belo Horizonte,ES,convenience,2024-10-06 15:20:24
2236,Rodrigues & Santos Distribuidora Mercearia,Belém,BA,supermarket,2023-12-22 19:45:00
2237,Souza & Rodrigues Comércio Mercado,Brasília,SP,minimarket,2024-09-29 15:41:06
2238,Lima & Oliveira Comércio Supermercado,Florianópolis,MT,supermarket,2024-08-19 06:21:01
2239,Nascimento & Santos Comércio Mercado,Curitiba,MG,grocery,2023-08-30 05:39:59
2240,Santos & Almeida Grupo Supermercado,Natal,RS,minimarket,2023-07-29 15:43:00
2241,Santos & Silva Atacado Supermercado,Curitiba,AM,grocery,2023-08-25 03:58:48
2242,Rodrigues & Costa Comércio Supermercado,Belo Horizonte,RJ,minimarket,2024-02-03 14:22:33
2243,Silva & Almeida Suprimentos Mercado,Cuiabá,ES,supermarket,2024-11-28 01:25:28
2244,Silva & Almeida Distribuidora Mercado,São Paulo,PA,convenience,2024-11-11 03:04:15
2245,Lima & Rodrigues Alimentos Mercearia,Manaus,RN,supermarket,2023-09-25 19:51:07
2246,Silva & Silva Grupo Supermercado,Manaus,PA,supermarket,2023-11-17 00:02:51
2247,Souza & Costa Suprimentos Supermercado,Porto Alegre,PA,supermarket,2023-05-25 14:44:41
2248,Santos & Silva Grupo Supermercado,Belo Horizonte,SP,minimarket,2023-09-27 20:35:07
2249,Silva & Costa Suprimentos Mercearia,João Pessoa,MT,convenience,2023-10-19 05:01:55
2250,Santos & Souza Distribuidora Mercearia,Rio de Janeiro,ES,grocery,2024-08-19 10:50:58
2251,Oliveira & Oliveira Alimentos Mercado,São Paulo,RJ,supermarket,2023-11-03 21:47:59
2252,Almeida & Santos Mercado Mercado,Recife,PA,minimarket,2024-11-07 01:59:29
2253,Almeida & Souza Suprimentos Mercearia,Vitória,MS,grocery,2024-09-02 19:47:40
2254,Ferreira & Ferreira Distribuidora Supermercado,Campo Grande,RS,supermarket,2023-10-04 22:29:15
2255,Souza & Santos Mercado Mercado,Recife,GO,grocery,2024-01-17 07:09:44
2256,Oliveira & Silva Grupo Mercearia,Cuiabá,RJ,supermarket,2023-09-29 05:51:03
2257,Costa & Silva Grupo Supermercado,Cuiabá,CE,grocery,2023-12-29 08:07:39
2258,Rodrigues & Souza Distribuidora Mercearia,Brasília,PE,grocery,2024-04-14 12:25:10
2259,Lima & Nascimento Mercado Supermercado,Campo Grande,DF,convenience,2023-12-04 16:09:30
2260,Santos & Souza Grupo Mercado,Campo Grande,MT,convenience,2024-09-16 09:40:11
2261,Nascimento & Rodrigues Distribuidora Mercearia,Manaus,RN,supermarket,2023-12-22 23:44:53
2262,Almeida & Nascimento Comércio Mercado,Recife,MS,minimarket,2023-02-06 09:44:36
2263,Santos & Nascimento Mercado Mercearia,Salvador,RJ,convenience,2024-09-16 00:51:42
2264,Ferreira & Oliveira Mercado Supermercado,Porto Alegre,ES,grocery,2023-12-12 20:37:04
2265,Costa & Rodrigues Distribuidora Mercado,Goiânia,MG,convenience,2023-03-16 23:00:18
2266,Silva & Nascimento Brasil Mercado,Porto Alegre,PA,convenience,2023-12-16 12:21:23
2267,Almeida & Souza Alimentos Supermercado,Cuiabá,GO,supermarket,2023-11-03 15:48:16
2268,Silva & Nascimento Distribuidora Mercado,Vitória,RJ,convenience,2024-06-17 14:26:55
2269,Souza & Ferreira Suprimentos Mercearia,Belo Horizonte,RS,convenience,2024-10-19 13:11:56
2270,Santos & Silva Comércio Mercado,Cuiabá,ES,grocery,2023-05-21 16:29:22
2271,Rodrigues & Lima Suprimentos Supermercado,Rio de Janeiro,MS,convenience,2024-01-22 21:02:29
2272,Ferreira & Souza Alimentos Supermercado,Rio de Janeiro,RJ,grocery,2024-09-19 18:49:20
2273,Nascimento & Rodrigues Mercado Supermercado,Manaus,PA,convenience,2023-09-02 23:35:41
2274,Lima & Costa Alimentos Mercearia,São Paulo,ES,convenience,2023-02-17 03:07:35
2275,Ferreira & Lima Alimentos Supermercado,Recife,SC,minimarket,2024-10-29 18:33:44
2276,Costa & Costa Suprimentos Supermercado,Salvador,MT,convenience,2024-08-02 01:49:44
2277,Almeida & Silva Suprimentos Mercearia,Salvador,RS,grocery,2023-07-09 01:31:31
2278,Souza & Nascimento Grupo Mercearia,Florianópolis,PB,grocery,2023-07-14 00:45:15
2279,Costa & Oliveira Brasil Mercearia,João Pessoa,PA,supermarket,2024-06-30 05:35:33
2280,Silva & Santos Brasil Supermercado,Cuiabá,GO,supermarket,2024-08-11 15:44:50
2281,Souza & Silva Comércio Supermercado,Salvador,BA,minimarket,2023-08-19 18:52:06
2282,Oliveira & Santos Comércio Mercearia,Recife,MS,grocery,2023-09-18 23:24:44
2283,Almeida & Souza Suprimentos Mercearia,Fortaleza,SC,grocery,2024-11-09 15:53:21
2284,Santos & Ferreira Brasil Mercado,São Paulo,AM,grocery,2023-11-19 02:04:55
2285,Oliveira & Souza Suprimentos Mercado,Vitória,PR,minimarket,2023-02-20 09:24:30
2286,Oliveira & Nascimento Suprimentos Mercado,João Pessoa,MS,grocery,2023-10-09 23:38:25
2287,Lima & Nascimento Brasil Mercearia,Belo Horizonte,BA,supermarket,2023-12-31 01:08:48
2288,Souza & Lima Brasil Supermercado,Recife,PR,minimarket,2024-10-08 07:49:00
2289,Costa & Ferreira Grupo Supermercado,Brasília,AM,supermarket,2023-11-26 00:34:14
2290,Rodrigues & Rodrigues Grupo Mercearia,Belo Horizonte,DF,supermarket,2023-10-12 23:12:39
2291,Nascimento & Ferreira Comércio Mercado,Natal,MG,minimarket,2024-04-10 11:08:40
2292,Silva & Ferreira Grupo Supermercado,Vitória,PR,convenience,2024-04-11 22:38:22
2293,Lima & Nascimento Comércio Mercearia,João Pessoa,PR,convenience,2024-08-29 00:16:28
2294,Oliveira & Lima Grupo Mercado,Vitória,PE,supermarket,2023-07-06 22:03:26
2295,Lima & Rodrigues Atacado Mercado,Salvador,DF,convenience,2024-10-13 10:00:15
2296,Almeida & Nascimento Brasil Supermercado,João Pessoa,MG,grocery,2023-07-18 23:30:53
2297,Costa & Oliveira Brasil Supermercado,Brasília,SC,minimarket,2024-05-26 16:04:30
2298,Oliveira & Souza Alimentos Supermercado,João Pessoa,RN,supermarket,2024-02-27 15:32:41
2299,Almeida & Costa Brasil Mercado,Recife,GO,grocery,2024-01-09 20:07:02
2300,Ferreira & Ferreira Mercado Mercado,Belém,AM,convenience,2024-11-28 04:31:02
2301,Rodrigues & Lima Distribuidora Mercado,São Paulo,SC,grocery,2023-09-02 19:02:27
2302,Silva & Santos Grupo Mercearia,Goiânia,GO,convenience,2023-04-25 23:32:27
2303,Oliveira & Souza Grupo Mercado,João Pessoa,CE,supermarket,2023-03-31 19:25:05
2304,Costa & Almeida Brasil Mercearia,Fortaleza,MG,grocery,2023-08-09 20:25:02
2305,Costa & Silva Grupo Mercado,Belém,ES,minimarket,2023-06-06 14:24:26
2306,Souza & Souza Brasil Supermercado,Manaus,ES,supermarket,2023-10-12 19:26:36
2307,Costa & Silva Comércio Mercado,Manaus,CE,grocery,2024-08-16 10:53:05
2308,Nascimento & Rodrigues Comércio Mercado,Curitiba,PA,grocery,2024-02-09 13:56:00
2309,Souza & Nascimento Comércio Supermercado,João Pessoa,SC,convenience,2024-08-15 05:20:06
2310,Santos & Santos Grupo Mercado,Manaus,PA,supermarket,2024-05-07 13:12:27
2311,Nascimento & Santos Suprimentos Mercado,João Pessoa,ES,supermarket,2024-02-01 23:02:39
2312,Oliveira & Ferreira Atacado Mercearia,Goiânia,RJ,supermarket,2023-03-09 17:30:04
2313,Lima & Almeida Grupo Mercearia,Manaus,PE,supermarket,2024-09-30 19:08:39
2314,Lima & Ferreira Distribuidora Supermercado,Goiânia,CE,convenience,2024-06-28 04:26:48
2315,Nascimento & Costa Comércio Mercado,Vitória,RN,minimarket,2023-12-01 23:18:05
2316,Souza & Ferreira Atacado Supermercado,Belém,RN,supermarket,2024-07-20 05:32:21
2317,Oliveira & Rodrigues Alimentos Supermercado,Brasília,MG,convenience,2024-08-03 17:54:11
2318,Santos & Ferreira Grupo Mercearia,Belém,SP,minimarket,2024-02-15 07:06:31
2319,Lima & Ferreira Comércio Supermercado,Vitória,PA,minimarket,2023-08-15 01:28:09
2320,Costa & Oliveira Comércio Supermercado,Brasília,BA,convenience,2023-09-07 14:14:12
2321,Rodrigues & Oliveira Distribuidora Mercado,Vitória,RS,supermarket,2024-05-18 05:47:52
2322,Nascimento & Souza Comércio Supermercado,São Paulo,CE,minimarket,2024-05-02 05:57:49
2323,Silva & Oliveira Suprimentos Mercado,Recife,MT,supermarket,2023-11-20 06:51:36
2324,Ferreira & Rodrigues Distribuidora Mercearia,Cuiabá,RJ,supermarket,2023-03-20 01:44:44
2325,Oliveira & Santos Atacado Supermercado,Cuiabá,CE,grocery,2023-04-21 18:58:37
2326,Ferreira & Santos Atacado Supermercado,Recife,RS,supermarket,2023-03-17 14:03:04
2327,Costa & Silva Suprimentos Mercado,Recife,PB,grocery,2024-06-12 19:32:33
2328,Rodrigues & Santos Alimentos Supermercado,Vitória,PR,minimarket,2023-10-26 04:14:26
2329,Lima & Silva Alimentos Supermercado,Cuiabá,RJ,convenience,2023-09-04 09:52:28
2330,Souza & Almeida Alimentos Mercado,Natal,PA,grocery,2024-03-25 19:06:10
2331,Nascimento & Almeida Atacado Mercado,São Paulo,RN,convenience,2023-11-15 23:01:31
2332,Rodrigues & Costa Grupo Mercado,Vitória,CE,minimarket,2024-01-08 07:13:48
2333,Costa & Costa Mercado Supermercado,Goiânia,RJ,supermarket,2023-09-10 18:31:50
2334,Costa & Ferreira Grupo Mercearia,Curitiba,SC,minimarket,2023-04-29 05:45:50
2335,Silva & Costa Mercado Supermercado,Recife,GO,convenience,2024-02-03 11:45:04
2336,Silva & Rodrigues Grupo Mercearia,Brasília,AM,minimarket,2023-05-17 07:14:55
2337,Oliveira & Silva Distribuidora Mercearia,Vitória,PA,supermarket,2024-09-06 09:46:25
2338,Lima & Souza Mercado Mercado,Campo Grande,PE,minimarket,2023-03-31 11:15:01
2339,Nascimento & Rodrigues Grupo Mercearia,João Pessoa,RJ,supermarket,2023-10-12 01:58:00
2340,Souza & Silva Mercado Supermercado,Campo Grande,GO,grocery,2024-09-26 03:34:30
2341,Costa & Silva Mercado Mercearia,Florianópolis,AM,convenience,2024-08-23 21:50:21
2342,Rodrigues & Souza Brasil Mercado,Florianópolis,RS,supermarket,2023-12-20 09:22:09
2343,Nascimento & Santos Mercado Mercado,Rio de Janeiro,CE,supermarket,2024-11-03 06:15:54
2344,Rodrigues & Santos Grupo Mercado,Porto Alegre,MS,minimarket,2023-05-30 21:14:45
2345,Nascimento & Souza Comércio Mercearia,São Paulo,GO,grocery,2023-05-29 20:01:26
2346,Nascimento & Almeida Alimentos Supermercado,Porto Alegre,RS,supermarket,2024-05-05 02:49:26
2347,Rodrigues & Santos Atacado Mercearia,Florianópolis,CE,grocery,2023-09-22 03:04:21
2348,Almeida & Rodrigues Comércio Mercado,Curitiba,PA,grocery,2024-04-22 21:46:41
2349,Santos & Rodrigues Suprimentos Supermercado,Campo Grande,ES,minimarket,2023-07-07 08:09:50
2350,Souza & Oliveira Distribuidora Supermercado,Recife,MS,supermarket,2024-04-13 09:23:21
2351,Ferreira & Silva Comércio Mercado,João Pessoa,PB,minimarket,2023-04-11 08:32:06
2352,Ferreira & Lima Suprimentos Mercearia,São Paulo,PA,convenience,2024-01-08 09:46:51
2353,Lima & Rodrigues Distribuidora Mercearia,Cuiabá,PB,convenience,2023-08-11 11:21:23
2354,Oliveira & Almeida Brasil Supermercado,Campo Grande,BA,supermarket,2023-10-14 15:25:11
2355,Costa & Souza Distribuidora Mercearia,Manaus,BA,grocery,2024-04-21 20:31:12
2356,Costa & Ferreira Grupo Mercearia,Goiânia,PE,supermarket,2024-04-01 13:05:08
2357,Almeida & Ferreira Suprimentos Supermercado,Rio de Janeiro,SP,supermarket,2024-09-16 11:22:59
2358,Lima & Santos Atacado Supermercado,Manaus,SC,convenience,2024-06-29 04:10:08
2359,Santos & Santos Mercado Mercearia,Fortaleza,SC,convenience,2023-08-23 12:09:24
2360,Nascimento & Souza Distribuidora Mercearia,Rio de Janeiro,PA,grocery,2024-04-09 09:09:48
2361,Costa & Oliveira Mercado Mercado,Belém,PA,grocery,2024-03-20 11:04:10
2362,Nascimento & Silva Atacado Supermercado,Vitória,CE,supermarket,2024-10-28 19:45:45
2363,Nascimento & Almeida Suprimentos Mercado,Fortaleza,SC,minimarket,2023-09-16 08:27:03
2364,Ferreira & Costa Mercado Mercearia,Brasília,RN,supermarket,2024-07-21 14:31:08
2365,Oliveira & Almeida Suprimentos Supermercado,Florianópolis,PB,grocery,2023-02-18 23:20:50
2366,Ferreira & Silva Brasil Mercado,Manaus,SC,minimarket,2023-05-22 02:30:18
2367,Oliveira & Lima Suprimentos Mercado,Goiânia,CE,convenience,2024-09-23 17:00:01
2368,Rodrigues & Oliveira Atacado Supermercado,Belo Horizonte,GO,grocery,2024-09-22 00:05:09
2369,Silva & Nascimento Mercado Mercado,Salvador,SC,grocery,2023-03-26 19:41:04
2370,Almeida & Santos Atacado Mercearia,Rio de Janeiro,BA,minimarket,2024-10-04 10:15:03
2371,Nascimento & Rodrigues Suprimentos Mercado,Salvador,SP,grocery,2024-07-29 02:59:21
2372,Lima & Ferreira Alimentos Mercado,Belo Horizonte,PB,grocery,2024-08-07 13:30:26
2373,Oliveira & Souza Suprimentos Mercearia,Natal,PA,grocery,2024-08-29 01:02:39
2374,Silva & Oliveira Brasil Mercearia,Recife,MS,grocery,2023-10-03 20:39:41
2375,Ferreira & Lima Comércio Supermercado,Rio de Janeiro,CE,grocery,2024-11-25 21:09:01
2376,Almeida & Ferreira Mercado Mercado,João Pessoa,CE,grocery,2023-11-09 13:48:28
2377,Rodrigues & Costa Grupo Mercado,Manaus,ES,grocery,2024-09-24 04:13:39
2378,Santos & Almeida Atacado Mercado,Cuiabá,CE,grocery,2024-01-14 07:04:00
2379,Souza & Almeida Grupo Supermercado,Belo Horizonte,CE,convenience,2024-09-04 10:10:55
2380,Oliveira & Costa Alimentos Mercearia,Belém,AM,grocery,2023-07-18 20:24:04
2381,Lima & Rodrigues Comércio Mercearia,São Paulo,RJ,convenience,2023-06-25 00:37:08
2382,Oliveira & Rodrigues Brasil Mercado,Vitória,GO,convenience,2023-10-09 12:51:12
2383,Oliveira & Souza Suprimentos Mercearia,Campo Grande,BA,supermarket,2024-01-31 18:14:12
2384,Souza & Silva Mercado Mercearia,Curitiba,GO,supermarket,2023-07-28 20:18:19
2385,Nascimento & Santos Comércio Mercado,João Pessoa,SP,convenience,2024-01-25 22:00:12
2386,Ferreira & Oliveira Alimentos Supermercado,Salvador,RJ,convenience,2023-11-10 07:58:05
2387,Costa & Rodrigues Comércio Supermercado,Belém,PB,grocery,2023-10-18 15:47:43
2388,Santos & Almeida Mercado Mercearia,Florianópolis,DF,supermarket,2023-07-06 13:21:09
2389,Ferreira & Oliveira Grupo Supermercado,Porto Alegre,SP,minimarket,2024-07-12 08:39:43
2390,Silva & Santos Suprimentos Mercado,Belo Horizonte,PR,supermarket,2024-08-01 20:38:07
2391,Rodrigues & Lima Comércio Mercearia,Vitória,RJ,convenience,2023-08-22 04:35:28
2392,Ferreira & Santos Brasil Mercearia,Manaus,MG,convenience,2023-08-19 08:12:50
2393,Ferreira & Lima Brasil Mercado,Salvador,PB,grocery,2024-05-15 20:14:03
2394,Silva & Santos Distribuidora Supermercado,Cuiabá,PB,grocery,2024-09-04 17:12:40
2395,Santos & Rodrigues Suprimentos Supermercado,Rio de Janeiro,ES,supermarket,2023-02-19 23:19:45
2396,Nascimento & Nascimento Brasil Mercado,Belo Horizonte,GO,grocery,2023-05-21 22:49:16
2397,Santos & Nascimento Comércio Mercado,Belo Horizonte,PA,minimarket,2023-05-05 13:52:14
2398,Rodrigues & Ferreira Atacado Mercearia,Cuiabá,CE,minimarket,2024-06-14 20:13:32
2399,Oliveira & Santos Mercado Supermercado,Campo Grande,RN,grocery,2023-12-18 01:28:28
2400,Almeida & Oliveira Grupo Mercearia,Manaus,AM,minimarket,2023-12-30 22:01:33
2401,Silva & Ferreira Brasil Supermercado,Recife,RJ,minimarket,2023-12-06 19:42:58
2402,Almeida & Nascimento Distribuidora Supermercado,Belém,RS,supermarket,2024-10-20 02:08:13
2403,Santos & Oliveira Comércio Supermercado,Natal,SP,minimarket,2024-02-14 18:21:41
2404,Almeida & Rodrigues Mercado Supermercado,Porto Alegre,DF,convenience,2024-10-13 21:36:23
2405,Silva & Oliveira Suprimentos Mercearia,São Paulo,MT,convenience,2023-03-11 07:21:51
2406,Oliveira & Santos Atacado Supermercado,Goiânia,GO,supermarket,2024-11-08 23:32:07
2407,Santos & Santos Atacado Mercado,Rio de Janeiro,RS,grocery,2024-03-18 10:02:28
2408,Almeida & Oliveira Grupo Mercearia,Curitiba,CE,supermarket,2023-03-20 19:49:08
2409,Silva & Souza Atacado Supermercado,Goiânia,PB,grocery,2024-03-05 21:14:58
2410,Almeida & Lima Brasil Supermercado,Porto Alegre,PR,grocery,2023-11-19 02:04:00
2411,Nascimento & Rodrigues Mercado Mercearia,Curitiba,MS,grocery,2023-02-14 14:00:48
2412,Costa & Nascimento Suprimentos Mercearia,São Paulo,SP,grocery,2024-04-16 09:41:03
2413,Santos & Silva Suprimentos Supermercado,São Paulo,PA,grocery,2024-01-07 14:07:39
2414,Souza & Oliveira Atacado Supermercado,Campo Grande,RJ,supermarket,2023-02-26 22:05:21
2415,Oliveira & Nascimento Suprimentos Mercearia,Fortaleza,GO,grocery,2024-02-28 15:11:04
2416,Costa & Lima Comércio Mercearia,Florianópolis,PB,minimarket,2024-10-14 00:59:06
2417,Nascimento & Ferreira Distribuidora Mercearia,Belo Horizonte,MS,minimarket,2023-10-14 01:01:36
2418,Lima & Lima Grupo Mercearia,Belém,PR,grocery,2024-10-07 17:13:50
2419,Oliveira & Ferreira Brasil Supermercado,Campo Grande,MT,minimarket,2024-03-26 12:08:06
2420,Lima & Ferreira Comércio Mercearia,Belém,MG,convenience,2024-02-19 03:43:16
2421,Souza & Santos Atacado Mercearia,João Pessoa,GO,supermarket,2023-09-09 12:54:40
2422,Souza & Costa Comércio Mercado,João Pessoa,PA,supermarket,2024-04-23 11:20:13
2423,Oliveira & Costa Grupo Mercado,Salvador,RJ,grocery,2023-10-19 05:35:55
2424,Silva & Nascimento Suprimentos Supermercado,Curitiba,AM,grocery,2024-06-08 17:35:08
2425,Lima & Santos Distribuidora Mercearia,Recife,PA,convenience,2023-03-26 03:00:40
2426,Almeida & Ferreira Distribuidora Mercado,Rio de Janeiro,PB,grocery,2024-08-25 10:50:18
2427,Santos & Costa Mercado Mercado,Natal,MT,minimarket,2023-04-01 16:24:07
2428,Oliveira & Souza Atacado Supermercado,Cuiabá,PR,convenience,2024-04-16 02:04:57
2429,Santos & Ferreira Suprimentos Mercado,Salvador,PA,minimarket,2023-04-14 13:40:46
2430,Santos & Santos Comércio Mercearia,São Paulo,RJ,supermarket,2024-04-10 15:17:30
2431,Lima & Nascimento Brasil Supermercado,Porto Alegre,PR,minimarket,2024-09-30 07:13:08
2432,Almeida & Costa Atacado Mercearia,João Pessoa,BA,supermarket,2023-04-30 06:04:29
2433,Lima & Nascimento Distribuidora Supermercado,Vitória,PA,minimarket,2024-03-21 00:46:13
2434,Oliveira & Costa Grupo Supermercado,Florianópolis,MS,supermarket,2023-06-04 21:30:27
2435,Costa & Almeida Grupo Mercado,Curitiba,GO,grocery,2024-10-14 06:48:53
2436,Nascimento & Oliveira Atacado Supermercado,Belo Horizonte,PE,minimarket,2024-03-06 20:20:25
2437,Almeida & Oliveira Comércio Supermercado,Belém,DF,supermarket,2024-11-20 08:09:47
2438,Ferreira & Nascimento Atacado Supermercado,Vitória,PR,minimarket,2024-11-24 08:50:54
2439,Costa & Souza Grupo Mercearia,Porto Alegre,MT,convenience,2023-04-11 03:24:37
2440,Rodrigues & Oliveira Brasil Mercado,Brasília,PR,grocery,2024-04-22 18:44:30
2441,Rodrigues & Almeida Atacado Mercado,Belém,AM,supermarket,2024-01-31 20:28:52
2442,Ferreira & Almeida Suprimentos Mercado,Fortaleza,CE,convenience,2024-05-20 19:48:39
2443,Santos & Lima Grupo Mercado,Florianópolis,MT,minimarket,2024-06-21 00:07:18
2444,Santos & Santos Distribuidora Mercearia,Salvador,PE,convenience,2023-06-30 06:24:00
2445,Souza & Santos Comércio Mercearia,Campo Grande,ES,minimarket,2024-09-08 00:34:08
2446,Silva & Santos Atacado Mercearia,Fortaleza,PB,grocery,2023-03-30 18:22:34
2447,Rodrigues & Silva Grupo Mercearia,Curitiba,DF,convenience,2024-09-19 20:03:55
2448,Almeida & Oliveira Brasil Mercado,Curitiba,CE,grocery,2024-07-17 05:48:38
2449,Almeida & Almeida Distribuidora Mercado,Fortaleza,BA,supermarket,2024-01-02 17:25:45
2450,Silva & Nascimento Suprimentos Mercearia,Curitiba,GO,minimarket,2024-10-29 04:04:20
2451,Silva & Ferreira Mercado Supermercado,Belo Horizonte,MG,minimarket,2023-09-05 01:08:09
2452,Almeida & Nascimento Alimentos Mercearia,Salvador,DF,grocery,2024-01-29 17:33:35
2453,Rodrigues & Oliveira Suprimentos Supermercado,Porto Alegre,MS,grocery,2024-01-18 12:37:44
2454,Santos & Costa Comércio Mercearia,Florianópolis,RS,supermarket,2024-08-28 22:46:35
2455,Costa & Silva Grupo Mercado,Manaus,SC,convenience,2023-05-31 05:18:45
2456,Ferreira & Oliveira Mercado Supermercado,João Pessoa,SP,minimarket,2024-06-21 05:08:57
2457,Costa & Souza Distribuidora Mercado,Vitória,RS,minimarket,2023-10-16 15:39:04
2458,Lima & Rodrigues Atacado Mercado,Campo Grande,AM,supermarket,2023-03-30 17:17:57
2459,Souza & Silva Grupo Supermercado,João Pessoa,PA,supermarket,2023-06-23 02:38:43
2460,Lima & Almeida Alimentos Mercado,Vitória,PR,grocery,2024-06-19 04:36:37
2461,Nascimento & Rodrigues Alimentos Mercado,Natal,MS,grocery,2024-04-23 18:56:53
2462,Silva & Nascimento Brasil Mercado,Porto Alegre,MT,convenience,2023-10-23 22:30:44
2463,Lima & Costa Distribuidora Supermercado,Curitiba,MT,supermarket,2024-01-20 16:03:03
2464,Costa & Oliveira Grupo Mercado,Curitiba,RN,convenience,2024-03-17 21:18:04
2465,Silva & Santos Grupo Mercado,Manaus,BA,supermarket,2024-09-30 17:00:00
2466,Souza & Santos Comércio Mercado,João Pessoa,GO,minimarket,2024-07-23 22:44:30
2467,Santos & Rodrigues Alimentos Supermercado,Vitória,MT,supermarket,2024-08-29 08:30:27
2468,Lima & Souza Brasil Mercado,Rio de Janeiro,MS,supermarket,2024-10-31 01:47:42
2469,Costa & Lima Mercado Mercado,Vitória,RS,minimarket,2024-01-03 20:28:02
2470,Oliveira & Almeida Atacado Supermercado,Belo Horizonte,GO,supermarket,2023-02-18 16:28:55
2471,Rodrigues & Rodrigues Comércio Supermercado,Fortaleza,MS,convenience,2023-12-10 19:52:11
2472,Costa & Ferreira Alimentos Mercado,Rio de Janeiro,CE,grocery,2024-04-23 09:53:23
2473,Souza & Santos Suprimentos Mercado,Vitória,PA,grocery,2023-09-18 05:05:09
2474,Silva & Oliveira Grupo Mercado,João Pessoa,PA,convenience,2023-02-06 22:26:46
2475,Costa & Silva Comércio Mercearia,Brasília,PR,minimarket,2024-05-31 10:25:10
2476,Souza & Rodrigues Atacado Supermercado,Cuiabá,MS,supermarket,2024-11-06 07:11:20
2477,Ferreira & Rodrigues Brasil Mercearia,Cuiabá,SP,convenience,2023-12-01 21:08:53
2478,Oliveira & Costa Grupo Mercearia,Belém,PE,grocery,2023-02-16 15:47:35
2479,Ferreira & Oliveira Distribuidora Supermercado,Goiânia,PA,grocery,2023-02-08 15:09:29
2480,Silva & Oliveira Comércio Mercado,Porto Alegre,PR,convenience,2023-07-26 22:35:25
2481,Almeida & Silva Suprimentos Supermercado,São Paulo,MG,grocery,2023-10-10 09:40:44
2482,Costa & Ferreira Alimentos Mercado,Belo Horizonte,PR,convenience,2023-12-30 18:38:47
2483,Rodrigues & Lima Atacado Mercado,Vitória,RJ,grocery,2023-05-29 21:25:43
2484,Santos & Ferreira Suprimentos Mercearia,Campo Grande,ES,convenience,2023-08-22 01:22:07
2485,Oliveira & Almeida Comércio Supermercado,Rio de Janeiro,RJ,supermarket,2024-11-27 13:04:01
2486,Lima & Santos Atacado Mercearia,Belém,MT,supermarket,2023-07-25 02:58:13
2487,Souza & Ferreira Suprimentos Mercado,Porto Alegre,BA,supermarket,2024-04-30 21:34:01
2488,Santos & Almeida Comércio Supermercado,João Pessoa,CE,supermarket,2024-07-09 22:18:19
2489,Nascimento & Oliveira Suprimentos Supermercado,Belo Horizonte,MT,grocery,2024-09-20 08:26:05
2490,Oliveira & Ferreira Alimentos Mercado,Florianópolis,MS,minimarket,2023-10-13 16:37:28
2491,Souza & Oliveira Grupo Supermercado,Recife,ES,convenience,2024-03-21 11:59:21
2492,Nascimento & Souza Distribuidora Supermercado,Curitiba,AM,minimarket,2024-01-23 13:08:25
2493,Ferreira & Ferreira Atacado Mercearia,Goiânia,CE,grocery,2024-06-23 16:13:25
2494,Souza & Souza Mercado Mercado,Recife,SC,grocery,2024-07-02 19:59:23
2495,Rodrigues & Silva Grupo Mercearia,Curitiba,RS,minimarket,2023-07-07 14:27:02
2496,Silva & Lima Distribuidora Mercado,João Pessoa,SP,minimarket,2024-09-22 00:29:41
2497,Costa & Lima Mercado Mercearia,Curitiba,BA,grocery,2024-11-01 02:19:52
2498,Ferreira & Souza Mercado Supermercado,Porto Alegre,PE,grocery,2024-04-23 04:18:29
2499,Oliveira & Silva Alimentos Supermercado,Rio de Janeiro,GO,convenience,2023-11-04 11:04:03
2500,Costa & Souza Atacado Mercado,Belém,PR,supermarket,2024-08-10 06:47:06
2501,Lima & Nascimento Distribuidora Mercado,Vitória,CE,supermarket,2024-04-25 01:22:36
2502,Oliveira & Lima Brasil Mercado,Campo Grande,AM,convenience,2023-05-31 12:45:33
2503,Costa & Lima Distribuidora Supermercado,Cuiabá,DF,minimarket,2023-06-28 16:22:12
2504,Silva & Almeida Comércio Mercado,Belém,SC,grocery,2024-09-24 09:36:55
2505,Costa & Costa Mercado Supermercado,Goiânia,DF,minimarket,2023-05-28 04:12:37
